Fecha;Año;Mes;Residencia;Ambito;Promedio de Estancia Media;Total Pernoctaciones;Total Viajeros;Acumulado Año;Variación Año Anterior;Var. % Año Anterior;Variación Periodo Anterior;Var. % Periodo Anterior
15/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
15/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
16/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
16/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
16/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
16/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
16/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
16/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
17/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
17/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
17/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
17/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
17/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
17/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
18/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
18/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
18/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
18/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
18/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
18/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
19/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
19/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
19/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
19/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
19/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
19/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
20/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
20/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
20/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
20/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
20/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
20/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
21/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
21/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
21/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
21/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
21/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
21/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
22/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
22/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
22/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
22/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
22/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
22/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
23/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
23/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
23/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
23/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
23/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
23/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
24/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
24/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
24/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
24/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
24/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
24/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
25/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
25/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
25/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
25/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
25/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
25/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
26/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
26/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
26/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
26/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
26/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
26/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
27/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
27/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
27/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
27/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
27/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
27/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
28/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
28/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
28/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
28/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
28/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
28/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
29/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
29/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
29/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
29/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
29/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
29/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
30/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
30/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
30/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
30/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
30/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
30/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
31/03/2019 0:00;2019;marzo;Fuera de España;Córdoba REST;;;;5195;;;-1527;-100,00%
31/03/2019 0:00;2019;marzo;Fuera de España;Jaén;;;;9962;;;-2821;-100,00%
31/03/2019 0:00;2019;marzo;Fuera de España;Almería CAP;;;;12477;;;-3963;-100,00%
31/03/2019 0:00;2019;marzo;Fuera de España;Huelva;;;;20505;;;-5178;-100,00%
31/03/2019 0:00;2019;marzo;Fuera de España;Cádiz CAP;;;;18732;;;-5424;-100,00%
31/03/2019 0:00;2019;marzo;Fuera de España;Almería REST;;;;24653;;;-7626;-100,00%
01/04/2019 0:00;2019;abril;Total;Nacional;2,93;26808982;9138989;27936156;639063;7,52%;1604678;21,30%
01/04/2019 0:00;2019;abril;Fuera de España;Nacional;3,57;16684153;4668321;13360682;323268;7,44%;1167791;33,36%
01/04/2019 0:00;2019;abril;España;Nacional;2,26;10124829;4470668;14575474;315795;7,60%;436886;10,83%
01/04/2019 0:00;2019;abril;Total;Andalucía;2,68;4782167;1786426;5379780;127232;7,67%;319715;21,80%
01/04/2019 0:00;2019;abril;Fuera de España;Andalucía;2,88;2657112;923021;2491038;59099;6,84%;263682;39,99%
01/04/2019 0:00;2019;abril;Total;Málaga REST;3,74;1551629;415246;1094938;30263;7,86%;114229;37,95%
01/04/2019 0:00;2019;abril;Fuera de España;Málaga REST;4,18;1145564;274087;664769;9791;3,70%;94360;52,50%
01/04/2019 0:00;2019;abril;Total;Cádiz REST;2,6;569763;219346;566311;28750;15,08%;66343;43,36%
01/04/2019 0:00;2019;abril;España;Andalucía;2,46;2125055;863405;2888743;68133;8,57%;56033;6,94%
01/04/2019 0:00;2019;abril;España;Cádiz REST;2,17;289601;133735;356262;23836;21,69%;36509;37,55%
01/04/2019 0:00;2019;abril;Total;Huelva;4,2;377302;89747;214493;16899;23,20%;32620;57,10%
01/04/2019 0:00;2019;abril;Fuera de España;Cádiz REST;3,27;280161;85611;210048;4914;6,09%;29834;53,49%
01/04/2019 0:00;2019;abril;Fuera de España;Sevilla CAP;2,38;364732;153256;476127;14913;10,78%;25103;19,59%
01/04/2019 0:00;2019;abril;Total;Almería REST;4,1;338940;82703;202675;2928;3,67%;24980;43,28%
01/04/2019 0:00;2019;abril;Fuera de España;Huelva;3,44;116605;33891;54396;14583;75,53%;24323;254,21%
01/04/2019 0:00;2019;abril;Fuera de España;Granada CAP;1,83;196651;107368;311374;3352;3,22%;22591;26,65%
01/04/2019 0:00;2019;abril;Total;Granada CAP;1,84;341900;186144;622084;8619;4,86%;22019;13,42%
01/04/2019 0:00;2019;abril;España;Málaga REST;2,88;406065;141159;430169;20472;16,96%;19869;16,38%
01/04/2019 0:00;2019;abril;España;Almería REST;4,05;266611;65804;161124;3249;5,19%;18789;39,96%
01/04/2019 0:00;2019;abril;Fuera de España;Córdoba CAP;1,54;80913;52637;133916;4465;9,27%;17653;50,46%
01/04/2019 0:00;2019;abril;Fuera de España;Málaga CAP;1,98;164740;83155;258489;4016;5,07%;16056;23,93%
01/04/2019 0:00;2019;abril;Total;Córdoba CAP;1,65;162293;98379;312893;3573;3,77%;11174;12,81%
01/04/2019 0:00;2019;abril;Total;Málaga CAP;1,94;241197;124070;423959;1218;0,99%;10899;9,63%
01/04/2019 0:00;2019;abril;Fuera de España;Granada REST;2,37;111606;47121;148169;4905;11,62%;9778;26,18%
01/04/2019 0:00;2019;abril;España;Huelva;4,67;260696;55857;160098;2317;4,33%;8298;17,45%
01/04/2019 0:00;2019;abril;Total;Sevilla REST;1,81;145008;80050;254525;-1857;-2,27%;7849;10,87%
01/04/2019 0:00;2019;abril;Total;Jaén;1,78;90385;50719;152542;-183;-0,36%;7645;17,75%
01/04/2019 0:00;2019;abril;Total;Sevilla CAP;2,2;550389;249896;880999;11540;4,84%;6779;2,79%
01/04/2019 0:00;2019;abril;Total;Granada REST;2,32;268195;115711;415805;17858;18,25%;6382;5,84%
01/04/2019 0:00;2019;abril;Fuera de España;Almería REST;4,28;72330;16899;41552;-321;-1,86%;6190;57,80%
01/04/2019 0:00;2019;abril;Fuera de España;Sevilla REST;1,75;65912;37733;114570;-4044;-9,68%;6124;19,37%
01/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;2,13;26865;12636;31368;3281;35,07%;5325;72,84%
01/04/2019 0:00;2019;abril;Total;Córdoba REST;1,74;42411;24374;71274;1461;6,38%;5199;27,11%
01/04/2019 0:00;2019;abril;España;Jaén;1,84;79259;43105;134966;-3;-0,01%;4702;12,24%
01/04/2019 0:00;2019;abril;Total;Cádiz CAP;2,12;55453;26205;84170;7384;39,23%;2977;12,82%
01/04/2019 0:00;2019;abril;Fuera de España;Jaén;1,46;11126;7615;17577;-179;-2,30%;2944;63,03%
01/04/2019 0:00;2019;abril;España;Córdoba REST;1,79;34592;19376;61082;2240;13,07%;2819;17,03%
01/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;1,56;7819;4998;10193;-779;-13,48%;2379;90,84%
01/04/2019 0:00;2019;abril;España;Sevilla REST;1,87;79097;42317;139956;2186;5,45%;1725;4,25%
01/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;2,01;12087;6014;18491;201;3,46%;1022;20,47%
01/04/2019 0:00;2019;abril;Total;Almería CAP;1,98;47301;23835;83111;-1223;-4,88%;620;2,67%
01/04/2019 0:00;2019;abril;España;Almería CAP;1,98;35214;17821;64620;-1424;-7,40%;-402;-2,21%
01/04/2019 0:00;2019;abril;España;Granada CAP;1,84;145249;78776;310710;5267;7,17%;-572;-0,72%
01/04/2019 0:00;2019;abril;España;Cádiz CAP;2,11;28588;13569;52802;4103;43,34%;-2348;-14,75%
01/04/2019 0:00;2019;abril;España;Granada REST;2,28;156589;68590;267637;12953;23,28%;-3396;-4,72%
01/04/2019 0:00;2019;abril;España;Málaga CAP;1,87;76457;40915;165470;-2798;-6,40%;-5157;-11,19%
01/04/2019 0:00;2019;abril;España;Córdoba CAP;1,78;81380;45742;178977;-892;-1,91%;-6479;-12,41%
02/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
02/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
02/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
02/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
02/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
03/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
03/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
03/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
03/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
03/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
04/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
04/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
04/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
04/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
04/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
05/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
05/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
05/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
05/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
05/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
06/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
06/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
06/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
06/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
06/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
07/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
07/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
07/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
07/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
07/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
08/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
08/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
08/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
08/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
08/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
09/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
09/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
09/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
09/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
09/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
10/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
10/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
10/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
10/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
10/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
11/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
11/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
11/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
11/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
11/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
12/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
12/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
12/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
12/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
12/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
13/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
13/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
13/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
13/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
13/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
14/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
14/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
14/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
14/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
14/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
15/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
15/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
15/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
15/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
15/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
16/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
16/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
16/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
16/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
16/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
17/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
17/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
17/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
17/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
17/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
18/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
18/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
18/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
18/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
18/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
19/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
19/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
19/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
19/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
19/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
20/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
20/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
20/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
20/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
20/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
21/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
21/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
21/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
21/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
21/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
22/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
22/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
22/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
22/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
22/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
23/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
23/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
23/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
23/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
23/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
24/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
24/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
24/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
24/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
24/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
25/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
25/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
25/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
25/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
25/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
26/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
26/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
26/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
26/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
26/04/2019 0:00;2019;abril;Fuera de España;Huelva;;;;54396;;;-9568;-100,00%
27/04/2019 0:00;2019;abril;Fuera de España;Córdoba REST;;;;10193;;;-2619;-100,00%
27/04/2019 0:00;2019;abril;Fuera de España;Jaén;;;;17577;;;-4671;-100,00%
27/04/2019 0:00;2019;abril;Fuera de España;Almería CAP;;;;18491;;;-4992;-100,00%
27/04/2019 0:00;2019;abril;Fuera de España;Cádiz CAP;;;;31368;;;-7311;-100,00%
