Fecha;Año;Mes;Residencia;Ambito;Promedio de Estancia Media;Total Pernoctaciones;Total Viajeros;Acumulado Año;Variación Año Anterior;Var. % Año Anterior;Variación Periodo Anterior;Var. % Periodo Anterior
13/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
13/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
13/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
13/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
13/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
13/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
13/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
13/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
13/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
13/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
13/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
13/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
13/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
13/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
14/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
14/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
14/05/2021 0:00;2021;mayo;Fuera de España;Sevilla REST;;;;4746;;;-958;-100,00%
14/05/2021 0:00;2021;mayo;Fuera de España;Huelva;;;;6857;;;-1116;-100,00%
14/05/2021 0:00;2021;mayo;Fuera de España;Cádiz CAP;;;;6698;;;-1413;-100,00%
14/05/2021 0:00;2021;mayo;Fuera de España;Granada REST;;;;10825;;;-1414;-100,00%
14/05/2021 0:00;2021;mayo;Fuera de España;Almería CAP;;;;6357;;;-1504;-100,00%
14/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
14/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
14/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
14/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
14/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
14/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
14/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
14/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
14/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
14/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
14/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
14/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
14/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
14/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
15/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
15/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
15/05/2021 0:00;2021;mayo;Fuera de España;Sevilla REST;;;;4746;;;-958;-100,00%
15/05/2021 0:00;2021;mayo;Fuera de España;Huelva;;;;6857;;;-1116;-100,00%
15/05/2021 0:00;2021;mayo;Fuera de España;Cádiz CAP;;;;6698;;;-1413;-100,00%
15/05/2021 0:00;2021;mayo;Fuera de España;Granada REST;;;;10825;;;-1414;-100,00%
15/05/2021 0:00;2021;mayo;Fuera de España;Almería CAP;;;;6357;;;-1504;-100,00%
15/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
15/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
15/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
15/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
15/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
15/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
15/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
15/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
15/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
15/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
15/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
15/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
15/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
15/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
16/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
16/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
16/05/2021 0:00;2021;mayo;Fuera de España;Sevilla REST;;;;4746;;;-958;-100,00%
16/05/2021 0:00;2021;mayo;Fuera de España;Huelva;;;;6857;;;-1116;-100,00%
16/05/2021 0:00;2021;mayo;Fuera de España;Cádiz CAP;;;;6698;;;-1413;-100,00%
16/05/2021 0:00;2021;mayo;Fuera de España;Granada REST;;;;10825;;;-1414;-100,00%
16/05/2021 0:00;2021;mayo;Fuera de España;Almería CAP;;;;6357;;;-1504;-100,00%
16/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
16/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
16/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
16/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
16/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
16/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
16/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
16/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
16/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
16/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
16/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
16/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
16/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
16/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
17/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
17/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
17/05/2021 0:00;2021;mayo;Fuera de España;Sevilla REST;;;;4746;;;-958;-100,00%
17/05/2021 0:00;2021;mayo;Fuera de España;Huelva;;;;6857;;;-1116;-100,00%
17/05/2021 0:00;2021;mayo;Fuera de España;Cádiz CAP;;;;6698;;;-1413;-100,00%
17/05/2021 0:00;2021;mayo;Fuera de España;Granada REST;;;;10825;;;-1414;-100,00%
17/05/2021 0:00;2021;mayo;Fuera de España;Almería CAP;;;;6357;;;-1504;-100,00%
17/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
17/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
17/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
17/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
17/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
17/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
17/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
17/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
17/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
17/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
17/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
17/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
17/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
17/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
18/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
18/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
18/05/2021 0:00;2021;mayo;Fuera de España;Sevilla REST;;;;4746;;;-958;-100,00%
18/05/2021 0:00;2021;mayo;Fuera de España;Huelva;;;;6857;;;-1116;-100,00%
18/05/2021 0:00;2021;mayo;Fuera de España;Cádiz CAP;;;;6698;;;-1413;-100,00%
18/05/2021 0:00;2021;mayo;Fuera de España;Granada REST;;;;10825;;;-1414;-100,00%
18/05/2021 0:00;2021;mayo;Fuera de España;Almería CAP;;;;6357;;;-1504;-100,00%
18/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
18/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
18/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
18/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
18/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
18/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
18/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
18/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
18/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
18/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
18/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
18/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
18/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
18/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
19/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
19/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
19/05/2021 0:00;2021;mayo;Fuera de España;Sevilla REST;;;;4746;;;-958;-100,00%
19/05/2021 0:00;2021;mayo;Fuera de España;Huelva;;;;6857;;;-1116;-100,00%
19/05/2021 0:00;2021;mayo;Fuera de España;Cádiz CAP;;;;6698;;;-1413;-100,00%
19/05/2021 0:00;2021;mayo;Fuera de España;Granada REST;;;;10825;;;-1414;-100,00%
19/05/2021 0:00;2021;mayo;Fuera de España;Almería CAP;;;;6357;;;-1504;-100,00%
19/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
19/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
19/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
19/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
19/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
19/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
19/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
19/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
19/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
19/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
19/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
19/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
19/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
19/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
20/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
20/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
20/05/2021 0:00;2021;mayo;Fuera de España;Sevilla REST;;;;4746;;;-958;-100,00%
20/05/2021 0:00;2021;mayo;Fuera de España;Huelva;;;;6857;;;-1116;-100,00%
20/05/2021 0:00;2021;mayo;Fuera de España;Cádiz CAP;;;;6698;;;-1413;-100,00%
20/05/2021 0:00;2021;mayo;Fuera de España;Granada REST;;;;10825;;;-1414;-100,00%
20/05/2021 0:00;2021;mayo;Fuera de España;Almería CAP;;;;6357;;;-1504;-100,00%
20/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
20/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
20/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
20/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
20/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
20/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
20/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
20/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
20/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
20/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
20/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
20/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
20/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
20/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
21/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
21/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
21/05/2021 0:00;2021;mayo;Fuera de España;Sevilla REST;;;;4746;;;-958;-100,00%
21/05/2021 0:00;2021;mayo;Fuera de España;Huelva;;;;6857;;;-1116;-100,00%
21/05/2021 0:00;2021;mayo;Fuera de España;Cádiz CAP;;;;6698;;;-1413;-100,00%
21/05/2021 0:00;2021;mayo;Fuera de España;Granada REST;;;;10825;;;-1414;-100,00%
21/05/2021 0:00;2021;mayo;Fuera de España;Almería CAP;;;;6357;;;-1504;-100,00%
21/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
21/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
21/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
21/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
21/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
21/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
21/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
21/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
21/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
21/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
21/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
21/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
21/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
21/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
22/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
22/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
22/05/2021 0:00;2021;mayo;Fuera de España;Sevilla REST;;;;4746;;;-958;-100,00%
22/05/2021 0:00;2021;mayo;Fuera de España;Huelva;;;;6857;;;-1116;-100,00%
22/05/2021 0:00;2021;mayo;Fuera de España;Cádiz CAP;;;;6698;;;-1413;-100,00%
22/05/2021 0:00;2021;mayo;Fuera de España;Granada REST;;;;10825;;;-1414;-100,00%
22/05/2021 0:00;2021;mayo;Fuera de España;Almería CAP;;;;6357;;;-1504;-100,00%
22/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
22/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
22/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
22/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
22/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
22/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
22/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
22/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
22/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
22/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
22/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
22/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
22/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
22/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
23/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
23/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
23/05/2021 0:00;2021;mayo;Fuera de España;Sevilla REST;;;;4746;;;-958;-100,00%
23/05/2021 0:00;2021;mayo;Fuera de España;Huelva;;;;6857;;;-1116;-100,00%
23/05/2021 0:00;2021;mayo;Fuera de España;Cádiz CAP;;;;6698;;;-1413;-100,00%
23/05/2021 0:00;2021;mayo;Fuera de España;Granada REST;;;;10825;;;-1414;-100,00%
23/05/2021 0:00;2021;mayo;Fuera de España;Almería CAP;;;;6357;;;-1504;-100,00%
23/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
23/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
23/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
23/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
23/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
23/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
23/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
23/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
23/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
23/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
23/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
23/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
23/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
23/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
24/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
24/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
24/05/2021 0:00;2021;mayo;Fuera de España;Sevilla REST;;;;4746;;;-958;-100,00%
24/05/2021 0:00;2021;mayo;Fuera de España;Huelva;;;;6857;;;-1116;-100,00%
24/05/2021 0:00;2021;mayo;Fuera de España;Cádiz CAP;;;;6698;;;-1413;-100,00%
24/05/2021 0:00;2021;mayo;Fuera de España;Granada REST;;;;10825;;;-1414;-100,00%
24/05/2021 0:00;2021;mayo;Fuera de España;Almería CAP;;;;6357;;;-1504;-100,00%
24/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
24/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
24/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
24/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
24/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
24/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
24/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
24/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
24/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
24/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
24/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
24/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
24/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
24/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
25/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
25/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
25/05/2021 0:00;2021;mayo;Fuera de España;Sevilla REST;;;;4746;;;-958;-100,00%
25/05/2021 0:00;2021;mayo;Fuera de España;Huelva;;;;6857;;;-1116;-100,00%
25/05/2021 0:00;2021;mayo;Fuera de España;Cádiz CAP;;;;6698;;;-1413;-100,00%
25/05/2021 0:00;2021;mayo;Fuera de España;Granada REST;;;;10825;;;-1414;-100,00%
25/05/2021 0:00;2021;mayo;Fuera de España;Almería CAP;;;;6357;;;-1504;-100,00%
25/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
25/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
25/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
25/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
25/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
25/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
25/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
25/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
25/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
25/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
25/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
25/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
25/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
25/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
26/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
26/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
26/05/2021 0:00;2021;mayo;Fuera de España;Sevilla REST;;;;4746;;;-958;-100,00%
26/05/2021 0:00;2021;mayo;Fuera de España;Huelva;;;;6857;;;-1116;-100,00%
26/05/2021 0:00;2021;mayo;Fuera de España;Cádiz CAP;;;;6698;;;-1413;-100,00%
26/05/2021 0:00;2021;mayo;Fuera de España;Granada REST;;;;10825;;;-1414;-100,00%
26/05/2021 0:00;2021;mayo;Fuera de España;Almería CAP;;;;6357;;;-1504;-100,00%
26/05/2021 0:00;2021;mayo;Fuera de España;Córdoba CAP;;;;11668;;;-1830;-100,00%
26/05/2021 0:00;2021;mayo;Fuera de España;Almería REST;;;;10086;;;-1936;-100,00%
26/05/2021 0:00;2021;mayo;España;Cádiz CAP;;;;27395;;;-3226;-100,00%
26/05/2021 0:00;2021;mayo;Fuera de España;Granada CAP;;;;21455;;;-4481;-100,00%
26/05/2021 0:00;2021;mayo;Total;Cádiz CAP;;;;34093;;;-4639;-100,00%
26/05/2021 0:00;2021;mayo;España;Córdoba REST;;;;25909;;;-4770;-100,00%
26/05/2021 0:00;2021;mayo;Total;Córdoba REST;;;;27882;;;-4963;-100,00%
26/05/2021 0:00;2021;mayo;España;Almería CAP;;;;40909;;;-7926;-100,00%
26/05/2021 0:00;2021;mayo;España;Huelva;;;;63877;;;-8088;-100,00%
26/05/2021 0:00;2021;mayo;España;Almería REST;;;;47899;;;-8229;-100,00%
26/05/2021 0:00;2021;mayo;Fuera de España;Cádiz REST;;;;38692;;;-8330;-100,00%
26/05/2021 0:00;2021;mayo;Fuera de España;Sevilla CAP;;;;44032;;;-9134;-100,00%
26/05/2021 0:00;2021;mayo;Total;Huelva;;;;70734;;;-9204;-100,00%
26/05/2021 0:00;2021;mayo;Total;Almería CAP;;;;47266;;;-9430;-100,00%
27/05/2021 0:00;2021;mayo;Fuera de España;Córdoba REST;;;;1973;;;-193;-100,00%
27/05/2021 0:00;2021;mayo;Fuera de España;Jaén;;;;4505;;;-624;-100,00%
